transaction_id,customer_id,transaction_date,amount,currency,transaction_type,channel,merchant_name,merchant_category,location_country,location_city,is_flagged
06b407e7-9b3a-4680-a317-d7b1e9240ac7,2cb9cfa5-923f-4574-9fc1-7a6cdb45e72d,2024-05-06 06:08:19,1778.38,GBP,purchase,ATM,Macias-Gonzalez,entertainment,CANADA,New Jonathanville,False
1bdb256d-37b9-4584-91c1-5bfc933aeab9,bfa13866-034b-4a12-b66f-3f6935e3315c,2023-07-25 08:07:26,1140.48,JPY,purchase,mobile,Garrett LLC,Electronics,USA,West Mary,False
4b2adc52-236e-4008-bd96-afb4860a3233,447d5d2d-fc34-4918-bd82-3591570d2b32,2022-10-25 19:55:51,1029.16,USD,purchase,ATM,Fitzpatrick-Sutton,entertainment,UK,Annaside,False
74955b00-cd0c-4b9f-be42-07f47ff1b159,70f77ca6-5ad4-4a6a-8eaa-1b6fef603704,2023-11-02 05:33:36,455.67,INR,withdrawal,mobile,Foley-Dawson,utilities,CANADA,South Jason,False
413824c1-d03c-4284-85ec-e470fc109816,8802abdb-096a-404d-b7da-eada740f844c,2023-11-07 17:18:01,704.04,JPY,deposit,in-branch,"Smith, Montgomery and Clarke",Electronics,CANADA,Whitefort,False
1ff935cd-bfdc-42f3-89aa-3bf469f3733e,33429ccc-db0b-4f03-931a-560ecdbdb5c9,2022-09-08 07:07:06,11.47,INR,purchase,mobile,"Garner, Shelton and Barber",entertainment,CANADA,Chambersfort,False
7db64337-5841-4b91-a20f-ab271e44693e,dff62630-00b5-4139-b962-1079ec47872b,2024-03-23 19:59:43,1243.01,EUR,transfer,in-branch,Dean Group,travel,IND,Royton,False
76c32a40-d653-4e4c-8efc-be7a34323650,6e2e7439-2c27-4881-bd03-528f84d73e10,2023-08-24 17:05:47,342.11,GBP,purchase,ATM,Jones PLC,Electronics,UK,Garciaside,False
fb00dc8f-ef45-460b-98de-8cbf25044495,c19a8fb0-39cf-4c20-af33-3abe5181fc2a,2023-07-01 08:37:48,1940.09,EUR,purchase,in-branch,Butler-Moore,retail,UK,North Sallystad,True
c275ff71-4560-4e80-997d-485b79fe8e9f,1390e224-0d2f-4a65-a963-f28eeb965723,2022-12-21 22:50:11,1591.94,USD,purchase,mobile,"Alexander, Edwards and Thompson",utilities,Japan,Lesterville,False
6b68b492-aced-4dba-a573-1f995546f00b,beffafcb-816f-48b8-8bb2-fdd9bbd388df,2023-05-14 09:20:10,574.9,INR,purchase,mobile,Hunter Ltd,groceries,IND,Debrahaven,False
17c729d0-65d2-4934-b26f-f869a3b40cc8,6ee5933c-e130-4db6-8be5-99526f39b995,2024-02-16 21:05:10,1767.2,INR,purchase,online,Myers-Harper,retail,CANADA,Nathanshire,False
9c4a67b6-5683-4b66-afce-230bd1e1bbe6,0829af99-ff85-456b-82f1-a2005b21a36b,2022-10-10 10:53:18,152.98,INR,withdrawal,in-branch,Baker-Campbell,travel,Japan,Lewistown,False
9ae628d5-d9e1-46bc-bcae-35d79c4ace88,606f3561-1bf1-4d37-9e97-96dc24b734ba,2024-05-13 19:09:29,193.0,INR,deposit,in-branch,Martinez-Waller,travel,IND,New Yvonne,False
271e10f9-be55-4419-9615-a2ac483fb96d,aa15535d-560f-44ca-843b-63589381d221,2024-05-12 05:31:34,382.2,GBP,deposit,mobile,Odonnell and Sons,travel,USA,North Gerald,False
a6c16714-5fec-4ffb-9227-6d0ea5e03903,03c0a999-98dd-42d7-a10b-ca81313aa28d,2024-08-01 14:09:32,1975.82,EUR,withdrawal,in-branch,"Carr, Kline and Berg",utilities,Japan,Garrettshire,False
ff05c33f-b34e-4370-a31d-4caa0fc7d258,9312ee39-44fa-4b43-ab0e-b475dd9fab42,2023-04-03 16:57:47,949.23,EUR,purchase,ATM,"Taylor, Payne and Preston",travel,Japan,West Josephview,False
f684dad0-7e33-4c51-840e-444149b27301,7c509d49-8888-4872-9c31-81c576dc94d7,2023-12-28 02:30:05,1224.97,GBP,deposit,in-branch,Wilson-Griffin,groceries,USA,South Maryberg,False
4f1c65f2-2eb4-462b-8184-f10c2b307fc1,f52cff14-038c-4df0-b9f8-2207bd2673ce,2024-05-23 08:05:25,875.64,INR,withdrawal,online,Soto-Meyers,groceries,IND,South Sara,False
0bdc7cad-012a-4570-a3a9-bc83f66bf254,c9d54243-9252-4fa1-add7-82751a578e36,2023-04-19 06:36:44,1627.89,GBP,withdrawal,mobile,Thomas Ltd,utilities,IND,Lake James,False
46997290-cbae-49b6-8483-2d5fc22a5fb4,883a5c91-b1d9-4e87-a449-6cf6048854bb,2023-11-27 20:59:31,1570.52,EUR,transfer,mobile,"Rodriguez, Ray and Wallace",utilities,UK,Campbellmouth,False
cb5e6325-7d4b-4e93-868f-ceacf4cab931,eb151c29-486d-41fa-9886-285b3ee751d4,2024-03-29 04:18:42,1176.05,GBP,transfer,mobile,"Smith, Miller and Holmes",Electronics,Japan,Burtonstad,False
1f9d5517-3ed7-4856-91d8-b7665f66209b,ce5a1d60-a3fe-4c39-81b9-b90fdaa1de0d,2024-08-13 18:01:34,1770.86,GBP,transfer,mobile,Mckenzie-Schultz,entertainment,USA,Ryanburgh,False
7906e75f-9db8-4847-ab57-def3622465ea,b10f6974-1bda-4db4-b0f2-9959ae780aac,2022-12-09 10:44:27,887.81,USD,withdrawal,ATM,"Payne, Moody and Johnson",travel,Germany,Shannontown,False
9a4f6282-5d34-47eb-a237-e90e4b77c731,9db332ee-e064-40c0-9105-df1e584e84ce,2024-07-16 12:43:39,952.61,JPY,deposit,ATM,Schmidt-Esparza,Electronics,UK,Murphyshire,False
2cb52e05-fd8a-4f01-b1a1-58c98f70f1c2,ad32b9f4-68f5-409c-8578-43b29a7ec837,2024-05-25 08:35:51,122.73,INR,deposit,mobile,Hodge-Lawrence,entertainment,Japan,Bautistahaven,False
d43e0865-5a5e-4069-8c5c-e7c40986b8f1,ca7c120e-2735-4552-91f6-7a5ddedb558f,2022-09-06 09:42:09,502.69,GBP,withdrawal,online,"Smith, Meyers and Velazquez",utilities,UK,Bauerfort,False
026bc942-8945-49c1-ae66-ba527d77d5a6,9f509cd9-3919-4e82-9f54-8b245f70100e,2023-06-12 00:13:41,1287.86,JPY,purchase,mobile,Gray-Mclaughlin,utilities,Germany,South Jenniferberg,False
a3cf986c-714a-4886-89ce-d65b43f8edf7,0773e264-08e6-498a-8f58-a30e41bd22b4,2023-08-17 10:37:51,1108.65,JPY,deposit,mobile,"Simpson, Diaz and Johnson",travel,Japan,Port Garyshire,False
a828317a-17a9-4dd1-9884-e83f5a011a5a,94226522-a9fc-417c-bf56-f4a8e6a35a07,2024-06-30 18:57:19,1493.75,EUR,purchase,in-branch,Conrad-Wilson,utilities,CANADA,South Claire,False
3ff2c713-6d81-4441-b36b-fbcc141f89ec,9648535f-17b9-4ab8-9854-e00850cce47a,2024-06-25 18:05:19,495.2,INR,deposit,ATM,Rivera Ltd,Electronics,CANADA,South Garymouth,False
be8b46b6-fc70-4f9b-9ad7-b7331d53d81b,9b0ba3a9-0b55-47b7-b0f4-f83fb2b1ea8c,2023-10-23 08:34:29,1795.66,INR,deposit,online,Mathews Group,utilities,IND,Steventon,False
d27e9cc7-1022-4ed8-bba5-3ced536ce60b,da0fc188-672a-4b76-b79e-d49324b34161,2022-10-04 09:21:33,110.4,GBP,deposit,in-branch,Olson-Wilson,entertainment,Germany,Markland,False
ef9c5e57-9791-4ec2-ab00-5f56933960ed,1f936a76-8372-47b1-ad80-ca16860d36f5,2023-03-16 18:19:11,1942.79,GBP,transfer,online,Wu-Nelson,utilities,CANADA,West Lisa,False
dc726356-0138-4400-9443-cabdb4b24f78,54761240-031e-4202-95c4-d7058b7c50f4,2023-07-14 07:06:56,1858.31,JPY,withdrawal,in-branch,Mcdonald-Horn,Electronics,Germany,South Steven,False
26710bab-63d8-4e10-8000-54d678a8258f,b6041c62-614e-49a6-8a77-b18276462acd,2023-08-08 03:32:47,636.23,USD,purchase,in-branch,Cervantes-Lopez,travel,Germany,Ricefurt,False
ed86c929-7f93-4397-ba73-e46ed230c6f2,05b2d772-318f-484b-bccc-ec1a1246cf58,2022-09-20 04:50:45,204.55,USD,deposit,mobile,Hunter LLC,entertainment,UK,Sarahborough,False
fa701f9d-aeea-47ce-a52f-1c26f92732a7,b66cde54-654b-4cde-b1ff-734d3b74ba7e,2023-04-13 11:26:20,1424.24,JPY,purchase,mobile,"Stewart, Cox and Webb",travel,UK,South Alicia,False
b34046b2-578a-49fd-89fd-9ac2c8ceee3f,efab3a15-6749-45d5-b34d-d8cf3c1928ad,2022-10-22 09:29:25,377.48,GBP,withdrawal,mobile,Allen-Murphy,utilities,Germany,Kevinbury,False
b04a3f2d-fad1-462d-b9cd-0f99c4bab61b,151d8a0d-0050-4d37-89d5-1fb956de5f6d,2023-01-21 07:42:28,313.21,GBP,transfer,mobile,Vaughan Ltd,Electronics,USA,Whiteheadberg,False
4d566ef1-efcf-4ff7-bd02-521e77a61524,4eedab41-509a-4283-9e09-6747dd8c4bef,2022-10-29 17:53:12,208.87,EUR,transfer,mobile,"Carter, Armstrong and Paul",travel,Japan,Lake Kellyberg,False
35caf8b6-f668-452f-845c-e1a96e4311c7,00515c11-12c1-425f-8f38-41d30d8bae01,2023-10-26 06:04:22,430.74,USD,withdrawal,mobile,"Crane, Burton and Thomas",retail,IND,Cookville,False
835d85a5-6320-4a55-918f-6d0741b2228c,6ce571d2-ed10-4207-91a9-f620c9c459d9,2024-07-24 12:24:02,1052.69,INR,purchase,mobile,White LLC,groceries,Japan,Walkerview,False
967d433e-6bb3-461e-8b08-cfdf44080819,2e70c355-95ee-41a9-8bc6-a840bc372fa1,2024-06-13 20:57:01,150.53,EUR,withdrawal,ATM,Thompson-White,groceries,Germany,Port Julieside,False
e8ec9eb4-f0f7-408b-8c8e-c686db6db916,5d3b678f-5965-415e-b6a3-718946c93a53,2023-01-10 13:42:07,6.16,JPY,transfer,ATM,Williams-Torres,utilities,Japan,Garciaborough,False
2a37681d-8d20-42ff-81d3-fd53d514347f,3f02719e-c3ea-429b-8fb4-de60b24b6c4d,2024-01-26 08:52:16,341.3,USD,purchase,in-branch,Martin-Bartlett,utilities,UK,West Danielside,False
a41b72d4-2943-4faa-a86c-cc1bc0411874,12cdfe28-c71b-4b76-bee2-b0ff6114918a,2023-11-15 12:41:16,148.23,GBP,purchase,mobile,Evans-Sanchez,retail,Germany,Jonesport,True
d7b14666-c457-477a-902b-2159a27380de,1390e224-0d2f-4a65-a963-f28eeb965723,2023-05-30 03:24:49,1664.91,JPY,transfer,in-branch,"Gray, Woodard and Brown",entertainment,Japan,Port Barbarashire,False
ef4f824f-6d64-47e0-9ca2-3d7cc9b17043,4323e88b-eeea-46bf-b89c-979a92f63dd9,2022-10-17 22:20:28,1252.78,USD,deposit,ATM,Hanson-Salas,utilities,UK,Taylorchester,False
0e06be85-6724-4384-8fc9-3174536308d4,636fa7c0-49e3-48b8-9c95-d1c4466a9007,2023-12-21 07:53:06,778.06,JPY,purchase,online,Williams PLC,groceries,CANADA,New Julia,True
06eb5c71-2bf5-484d-b2e0-df4771220358,54e76ee3-b338-4be3-ab37-12d1bf079055,2022-12-03 20:53:15,1720.58,EUR,purchase,online,Smith PLC,utilities,IND,East Sara,True
9b4a8c8c-af51-47f2-9851-b081b95f0c6e,25460daa-a0d0-4bb0-8a43-ff65be5616d0,2024-04-28 10:01:10,804.69,GBP,withdrawal,ATM,Moody-Brown,retail,Germany,East Jasonville,False
870a63c1-9dd0-4c6d-8a5a-1eee2a63cb27,2497250e-0dec-4947-8628-d9dc05cae6e2,2023-02-19 00:51:27,1492.17,INR,withdrawal,in-branch,Thomas-Peterson,Electronics,CANADA,South Michaelborough,False
c5dbe0c5-7a58-4ec0-be5f-fe9655bc7942,8973e54a-aeee-47f1-8e52-2f65ccbb667c,2022-11-08 10:57:01,551.69,INR,purchase,online,Garrett-Walter,entertainment,CANADA,North Matthewchester,False
224eaa50-7493-4ce0-9567-2f34a6d97604,bb16498c-de1c-4a86-b27a-b0f4f7425aa1,2024-01-11 11:39:38,82.91,JPY,purchase,online,Flores-Young,groceries,IND,Sharpport,False
b385cb06-6e88-412a-a967-63ed09d03938,44924941-647b-482a-b0eb-8563f09a62d9,2024-03-04 08:00:43,271.58,GBP,transfer,in-branch,Garcia LLC,entertainment,UK,Robynchester,False
b6e017da-af3d-4d77-8fe4-5e21fdd1f262,bdb30b98-2a49-47b4-848c-6f903f2b29a2,2023-09-13 14:17:26,1665.08,EUR,transfer,mobile,Allen LLC,Electronics,USA,New William,False
1f4aaf61-7784-4a1d-957d-95c9638ce9cf,faa6fc07-4066-417d-94b9-d43964765c28,2023-04-24 22:52:31,5.72,JPY,purchase,ATM,Cannon Group,groceries,CANADA,Beckstad,False
a2bdbdb1-83ad-4e72-bdfa-f819ceba6853,db5f7d18-7185-4242-8b94-2802b14cbac3,2024-06-12 03:20:36,1181.84,GBP,deposit,online,Hodge-Nguyen,travel,CANADA,New Anthonyberg,False
1031bc0b-74a7-4d17-a7cb-ee347281d8b1,4e62b258-9b0b-45f2-8ef0-213b108640c7,2024-06-26 15:26:20,727.02,EUR,withdrawal,online,Serrano-Williams,entertainment,Japan,Port Timothymouth,False
8d32a48b-bc8d-456c-93f7-105edc302898,dfce183d-5da5-4742-9df1-7f25531aa8c9,2023-05-28 17:23:17,342.99,INR,deposit,ATM,"Harrison, Hernandez and Decker",Electronics,Japan,Vargasberg,False
81242921-1eda-46e7-923c-235e3104868d,37b19f9c-e8cd-4931-bad6-e62c4d4f5de7,2023-06-09 02:56:44,798.46,USD,purchase,online,Vasquez and Sons,groceries,IND,Lanestad,False
be6b907b-2b40-4958-ae36-25c75c1f3740,c7bfd575-db09-403c-b226-51290f99a3ab,2024-07-01 08:58:16,1333.19,EUR,deposit,in-branch,"Chavez, Fischer and Walsh",entertainment,CANADA,Palmerfort,False
9c598056-7e18-4c14-8c3a-64d641df2ce5,e24c5264-d2a0-479e-a188-fc7b2732d50a,2024-06-11 16:35:48,1995.1,INR,purchase,ATM,Warner-Rodriguez,retail,UK,East Leslieland,False
ed29362f-43ba-4488-9887-942ecc58d32e,8f4e6eed-950b-4cc5-9d24-56cb0e94622c,2023-07-18 12:21:43,1489.55,JPY,purchase,mobile,Marshall-Whitaker,groceries,Japan,Carlosmouth,False
a6315ba8-c032-4c1e-bf6e-4b3bd93ee3c3,a5e93eee-a4c6-4239-ab55-50595c4d16f6,2023-02-24 06:12:12,509.31,EUR,purchase,online,"Brown, Gutierrez and Zimmerman",retail,CANADA,New Lisa,False
e2481eb0-e957-4773-b362-8e4b6d3490ff,f1d0e49b-22f2-4c5c-8670-ca1200806114,2024-03-17 08:32:16,1295.06,GBP,purchase,ATM,Young Inc,Electronics,Japan,North Derekbury,False
0cc6a091-edbf-4a50-86c1-856fb6b909ef,789c0404-5d77-40b0-96a6-9a5c3f93e7c2,2023-06-08 05:13:06,1973.82,USD,withdrawal,online,Smith PLC,groceries,UK,North Timothymouth,True
ce5080dc-6bd7-48fe-9122-deaefd020a47,72fcd315-588f-4c99-953e-3d87c43b758d,2024-03-24 18:45:39,100.67,INR,purchase,ATM,"Patterson, Little and Williams",utilities,CANADA,Harrisshire,False
25f551d1-fd98-4782-b5e4-ed1427a03b2a,3ff49c98-3bff-494c-848a-67cbbca52109,2023-05-25 12:36:50,155.61,INR,transfer,online,Grant-Flowers,retail,Japan,Michellestad,False
3a2b51c0-429d-49cb-86b4-eb302b6bb8fe,165b9718-65fa-414c-9337-ae0542fa51a7,2024-08-05 02:04:34,656.31,JPY,withdrawal,online,Gilbert PLC,travel,USA,Johnsonport,False
106fa21a-7e44-4687-82a8-144f46eafb0f,e12b4035-f662-4744-a2ce-09758ca5347f,2024-02-25 02:26:03,1624.4,EUR,withdrawal,mobile,Hill-Miller,entertainment,USA,North Adrianview,False
7e7c4681-893f-456a-9414-a95a7a1ba73a,77de8549-b891-4947-b3df-74249f4b838d,2022-11-04 07:23:07,1679.78,EUR,transfer,in-branch,"Best, Burgess and Cervantes",retail,UK,Maryport,False
32d90a1b-00af-4db8-a173-28a0696c7069,9bd6892f-62ad-451f-a8c0-a518daa6b075,2023-01-26 05:35:42,1373.82,GBP,withdrawal,ATM,Duncan Ltd,travel,USA,East Jessica,False
407a5220-c535-4533-8b21-64944d9fdad2,b91315ce-c29f-4b53-a2b7-3981e2e153c2,2023-04-12 17:12:05,1503.78,GBP,deposit,ATM,"Walsh, Steele and Duffy",Electronics,IND,East Marcusland,False
679d671f-1828-4740-b19d-9d4e3d5caa93,21d3503e-7bbd-4894-bc0d-78575446d8a5,2023-03-22 15:59:29,1077.82,JPY,purchase,in-branch,"Brown, Snow and Edwards",retail,Germany,Charlestown,False
e6c4f7d0-474e-4355-b9d6-3e7dad79ee91,acc99a59-71fe-4f61-8c6b-a82c5d913779,2022-08-21 16:32:26,1972.79,GBP,purchase,mobile,Griffin PLC,Electronics,CANADA,Rollinshaven,False
bc60e470-3666-45e2-bb77-d51f5762b4e1,cd7de65b-9b2f-451d-a4b3-f71a2a3a221f,2023-10-13 22:55:24,1968.58,EUR,purchase,online,"Atkinson, Irwin and Dunn",travel,Germany,Sandersshire,False
f411b894-f378-49e5-955a-6337bee57255,f351e2ef-09c3-4ee0-8c68-20b26d249b45,2022-10-12 18:23:26,607.28,USD,purchase,online,Bartlett Inc,Electronics,CANADA,East Debraland,False
6880a3e8-a246-44d3-9f2e-2778063d35a8,e911fa62-ee26-4846-940d-df10db65f7ab,2023-04-08 03:13:43,1087.65,INR,deposit,mobile,Johnson-Lee,groceries,Germany,Port Ashley,False
4d6f765b-90da-4600-9eab-dfc3417c6e06,c11bd8e5-ab72-4148-8c7a-246167c0ccc1,2023-11-27 12:27:11,332.1,INR,deposit,mobile,Stafford Ltd,retail,UK,Port Ericatown,False
0f87562f-3340-41f4-9951-ef8528b5d5f9,715121e3-b8f1-4682-ba9d-52b580454c97,2023-07-24 23:36:06,163.51,JPY,withdrawal,ATM,Garcia-Robles,groceries,Japan,Loritown,False
a59b9098-7fa1-4d69-9562-2ef857879b78,1a34f4f1-d830-477d-ab91-befa8c53457b,2023-10-19 01:38:13,963.78,EUR,transfer,in-branch,Collins LLC,travel,Germany,Pierceside,False
05906254-8f37-45b2-8115-e7859e3dedb6,ac3d8fa8-bce7-4e91-a889-0c181edb5bef,2023-08-19 01:19:25,671.61,EUR,deposit,in-branch,Adkins and Sons,retail,UK,Jamesstad,False
f816819e-4aab-4db8-9ef6-4358b48e3e87,752390f8-945b-424c-8fec-fcbc808db90f,2023-02-02 14:34:01,1650.44,USD,withdrawal,in-branch,Martinez-Cook,utilities,Japan,Hudsonbury,False
6ee24f25-25e4-4976-904d-4a5077833cdd,5f67fc52-726c-4ecb-9a2b-ae081fdf0791,2024-07-14 06:45:31,1220.7,JPY,withdrawal,in-branch,Ortiz-Michael,entertainment,UK,South Terrishire,False
2979e052-d085-46e2-89f9-4ad1400c746c,a596dbfa-7680-4bf2-9662-a968cb2b4ceb,2023-04-17 08:37:36,1394.5,EUR,purchase,online,Jacobs PLC,Electronics,Japan,Lake Alberttown,False
69151c44-b217-45a5-bf94-92854d5d6d6e,acf1f5d4-ccec-4993-9f46-c1ef8feb1540,2023-07-11 15:09:58,319.11,USD,transfer,ATM,Evans Ltd,entertainment,USA,New Jameston,False
4e0c4003-9bcb-4a45-9b64-12bf3747d254,efab3a15-6749-45d5-b34d-d8cf3c1928ad,2023-03-24 19:35:12,1783.09,USD,transfer,mobile,Adkins LLC,travel,Japan,Taylorstad,False
357e54d3-ab41-4ca0-b457-4f08eb437873,a324a14b-f0c8-4ce2-bed6-7db07e5fd9cb,2024-04-19 02:32:46,526.45,INR,withdrawal,ATM,Russo Group,utilities,Germany,Perezhaven,False
f8bb09d2-14c2-454d-8c2e-e815da2072fa,3f02719e-c3ea-429b-8fb4-de60b24b6c4d,2023-08-17 23:41:43,1945.24,GBP,purchase,ATM,"Burke, Brown and Byrd",entertainment,UK,North Brianshire,False
b2fee9c1-fc11-4c74-a207-1f3c507ec2e9,ce51d996-703a-44a1-aa13-8868d49c2928,2023-08-23 05:25:04,1599.01,INR,transfer,mobile,Thompson-Jones,groceries,IND,Lake Christopher,False
361b243d-d7b4-4fcd-9433-89ac78702e6f,b98df034-616f-468e-a6dd-af39b5bc7504,2023-05-25 19:20:01,1746.77,INR,deposit,in-branch,Phillips PLC,Electronics,IND,Wadehaven,False
d9538c79-437c-4103-9119-9a26c0c64a9f,8e194e66-ac4d-4319-8bcd-b1f135ffaac2,2022-12-20 21:14:52,920.17,INR,deposit,mobile,Morgan LLC,entertainment,Japan,Lake Sabrina,False
12a9a5b7-ae49-44c4-8d0d-ef40574fb4a1,be340850-1d21-4d23-87c5-4f6fea7d144a,2022-12-10 12:43:33,95.7,JPY,withdrawal,ATM,Potter-Garcia,entertainment,USA,Michaelshire,True
1b80fbd1-4931-4afa-bafd-db9d1c33dac0,0fdef2cc-28fa-45a1-9fbc-5b49e4df939d,2022-09-30 08:48:00,930.86,USD,deposit,online,Garcia-Solomon,retail,Germany,Kevinfort,False
74ceb0d2-9bda-4169-8d7b-9ccefd0cd232,50d37c70-abce-4c92-a314-836b31cd261b,2023-10-03 18:05:51,1815.47,INR,purchase,mobile,"Clark, Werner and Wilson",Electronics,CANADA,Benjaminton,False
