account_id,customer_id,account_type,account_status,open_date,current_balance,currency,credit_limit
394aaad5-61b5-43de-9e5a-7831b06acb30,d207ead2-201e-4732-8ffe-2b6f86b5a90b,checking,active,2021-11-27,39526.93,JPY,
f5db1ae7-5747-43ca-ad7e-5d7c34669717,3ac4ce6d-4627-48bd-9906-5691318e2d71,checking,active,2023-10-14,34834.8,USD,
27017b75-a421-42ba-a487-959d0656ef98,07d842d8-d9bd-48f0-b203-e54084befd13,checking,dormant,2022-08-06,19780.53,USD,
601ae82b-4b80-4aec-8224-93b5c8550786,6e2e7439-2c27-4881-bd03-528f84d73e10,credit card,dormant,2020-04-04,34850.52,JPY,23206.99
744825cb-7995-4f5d-899a-089a89005f6f,95d7164b-b900-4d29-b863-bcb37742a47f,checking,closed,2022-05-29,11211.11,EUR,
e71d5177-84ee-4732-93f0-762920172e23,cc989edc-8f69-48b0-901d-0aa38eb310a7,credit card,active,2020-06-03,24945.17,EUR,5095.0
982df879-b1a0-4e9f-b5e9-5e4d06ccc251,db622745-91e7-4d5c-813a-da518f07bdde,credit card,active,2020-05-07,6420.91,USD,7866.26
0001ae8c-1289-44df-b4d1-03d4d12c9304,5cb3a85d-fd87-441c-abcf-8ae9a0774d79,loan,dormant,2021-03-05,5009.88,EUR,
94341306-9187-41a5-a602-af2710e7541f,e4faf383-06c0-4a8a-a8f1-ceed3e73fa96,loan,closed,2024-07-19,-953.74,USD,
d16b3b73-af7c-4add-beeb-828717f16096,677e0f82-857f-407d-a474-d8353747fd3a,savings,closed,2024-01-08,5550.59,JPY,
37655dbe-bf00-4b68-8c58-a98b510bda05,5ec688f6-b543-4915-bb14-ba1107edfab2,credit card,dormant,2024-03-06,46338.41,JPY,27410.4
dafa8f72-ba43-420f-985b-c94debbca5ea,442e4201-f711-400c-b985-1c73dbc72e52,loan,active,2023-07-17,21470.24,JPY,
43d0aece-0ce0-439e-8505-5e7b1b629b69,8973e54a-aeee-47f1-8e52-2f65ccbb667c,credit card,dormant,2023-12-05,48450.11,GBP,39938.34
8d3e6bae-ea9f-4892-9b2c-4085f03a76ad,7d29ee07-862c-4236-808c-98420c507e9f,savings,dormant,2023-08-04,649.1,GBP,
855dcaa3-c838-4ee7-b8af-c097663dbbf0,53043c82-9054-4e46-81f7-3fa1657cfe1a,savings,active,2020-09-17,5519.23,EUR,
1e9a0281-dffa-40d3-8407-6c1f9a3d57e7,2e70c355-95ee-41a9-8bc6-a840bc372fa1,checking,closed,2022-07-13,11134.4,USD,
36e41afe-1770-4e49-8b44-18cf30ca7db2,5a811f7f-ba37-4092-91f5-0063f5a8faed,credit card,closed,2024-03-28,4180.41,EUR,26078.23
5131a7ee-d18f-4e60-acc2-15ae10d95265,50c331aa-d70e-418a-be47-413f85af6ba9,checking,closed,2023-08-18,39249.53,GBP,
1d30a3e1-21b2-4a44-9c28-31276e295a7f,176a9d3f-00df-4778-8f0c-3ee2d210ce32,credit card,closed,2023-05-05,25354.15,EUR,3984.93
bac4b418-40a0-46b4-a9d3-847dafe45f53,2f57fc33-0ecb-4a08-b6d1-b4f99b0625af,credit card,closed,2022-07-13,46229.2,USD,19821.45
af8aaae4-bdf8-435a-9fcd-8bbf9bd49e12,44e36b0e-0f0a-4896-8f29-873e604d9f55,credit card,dormant,2022-11-15,45605.55,JPY,17992.59
00e801f1-7be0-44b8-ab9e-3693d7bd0be2,3da77b21-956b-4f35-a4e3-8fe6c996c525,savings,closed,2022-12-14,-99.37,GBP,
ed205799-933b-4efc-8adc-2621705420c4,94226522-a9fc-417c-bf56-f4a8e6a35a07,savings,closed,2022-07-28,30429.55,JPY,
b9b1ee3e-5381-4cb9-bc0b-4f708c2f39c5,a3fa2edd-8f06-4ecb-8a68-340de8fd52ad,savings,dormant,2022-08-06,7063.75,JPY,
ef4a333f-a8ca-47c2-a9e8-bc05822d55ee,d66569cb-6044-4a6c-a073-8d60c824463c,credit card,active,2022-06-10,40046.07,EUR,38831.44
f3b6a9f2-2b6a-45c2-85db-0fa1b4f6e2a1,33429ccc-db0b-4f03-931a-560ecdbdb5c9,credit card,dormant,2022-02-17,15283.85,EUR,6048.05
f5cb6752-24b2-47f6-9ea8-0756ad26e01e,b3a861ef-95e4-49e0-ae19-58974d9f275d,credit card,closed,2021-12-27,21591.23,JPY,22914.81
6f040a2c-798e-4fd6-9abd-346b25aab2d4,2f57fc33-0ecb-4a08-b6d1-b4f99b0625af,loan,active,2021-12-08,24452.5,EUR,
0470cc89-243d-4f07-b58d-3e8405323d0d,c1c216c6-afd4-48a7-bde7-3d9e4cf1c6d3,credit card,active,2021-06-30,15699.85,EUR,16546.28
115db697-741f-42a8-a423-2c1badfd9215,ea4cf6a6-df75-4c99-ab43-8244d18ad214,savings,dormant,2024-05-11,4947.62,GBP,
47ca3dfb-6ee5-4472-ab09-b55613e9bca6,ec087428-6b7e-41e0-aa44-ffb75be0f871,checking,closed,2024-06-11,34599.06,JPY,
2278d10b-93f0-4bf9-8987-7a25771f4718,31136578-aa9d-4db8-ac9f-91d3f7da6d65,loan,closed,2020-08-03,39111.37,JPY,
0abf095f-4951-4eba-a4a7-33efc0c3e8c5,927e341e-da53-4c61-bf96-10c0ec421fed,credit card,closed,2024-04-14,12247.98,EUR,37012.63
4652062d-4b98-4726-a7b2-35305a9a1e4d,db622745-91e7-4d5c-813a-da518f07bdde,credit card,closed,2022-09-03,43583.78,GBP,26807.93
96fd1834-1c20-434a-aeea-f936c1f72277,76c637ac-ddef-4d0c-8caa-e8dcebbc1ef5,checking,closed,2023-04-08,9185.86,GBP,
18253847-c58f-4197-9b50-68426fb297ca,4fedb6cb-1c08-404d-9195-7d728c2a5835,loan,closed,2020-07-23,8137.66,GBP,
c91b3c71-e852-4950-b87b-4351d9ff75bf,4be543f0-7693-4260-930e-a82f2d931c91,checking,closed,2021-03-10,45622.42,USD,
ed7dc3e6-bfee-4b37-afa3-1a154caf0b3b,5e716cb9-78e3-46da-ab8e-fe83dfe1eb11,credit card,closed,2022-11-16,22868.1,JPY,46855.19
670b4355-dea9-4496-9562-3acc8e46e4c9,883a5c91-b1d9-4e87-a449-6cf6048854bb,credit card,closed,2020-01-09,5071.83,GBP,27545.9
19628190-ae95-42d4-b374-d129ad486108,ad32b9f4-68f5-409c-8578-43b29a7ec837,checking,active,2022-08-11,11655.99,JPY,
33c4e1e6-3396-47b1-ad03-570044bc89fd,136f59b5-0dae-4a3e-acb4-a3322ab39f2d,checking,closed,2021-12-24,32609.26,USD,
7b9ebce6-6629-45f4-b7a2-c5417f090d4c,651e8cf4-e051-458f-8cc9-7874d94738a8,credit card,dormant,2023-07-13,33654.22,GBP,7211.62
5ac1d030-94b1-4b82-bed5-04db8b5d9448,094b7ec0-d71b-48c5-b7e7-9cf3c5df6525,loan,closed,2020-04-22,27546.22,JPY,
68082010-6fc7-4f18-bb33-38ea85346225,75fa3959-16a3-4dd7-a9ee-3d8fef6a2974,loan,dormant,2023-02-02,15455.23,EUR,
b46be530-614d-4b0c-9fb2-05c3d40ba1e0,28020b50-92b3-4a8e-82b5-55e31e1f5075,checking,active,2021-11-20,13180.65,EUR,
4a88646f-a704-4054-a671-86ab20a35bc1,d48bcefa-669b-49be-b1d8-abd71e0d6484,loan,dormant,2021-12-02,9588.99,GBP,
957bb860-0e0b-4ecc-a636-ab450a4d8620,5e716cb9-78e3-46da-ab8e-fe83dfe1eb11,credit card,closed,2024-05-13,23915.22,JPY,6152.52
e226ff47-a65d-4d94-8efb-3d007f74c3ce,ea4cf6a6-df75-4c99-ab43-8244d18ad214,credit card,closed,2020-08-19,8604.04,JPY,29503.88
2892c30f-80b2-476d-bc92-01928d24d271,a5244f87-0719-45d2-99d4-4fa1f9daef14,loan,closed,2021-01-27,47318.09,GBP,
ad5360a1-a482-409c-b62e-cda21859ef1c,c1c216c6-afd4-48a7-bde7-3d9e4cf1c6d3,checking,closed,2020-04-08,14982.68,GBP,
110bce44-b84f-409a-9087-28e16dd90dd4,1f936a76-8372-47b1-ad80-ca16860d36f5,checking,closed,2021-05-15,12720.85,USD,
3db237ca-3fc8-49db-9c42-1cfbff59f657,a5d471bd-3c91-4a24-8acd-2886dfc2f6d6,credit card,dormant,2022-02-03,2341.74,GBP,20208.45
50b14e81-55e0-4f40-ac7e-cef93b02edc2,80556bc3-aaf9-438e-901b-5e8cbda3dd83,credit card,dormant,2021-11-18,47556.7,USD,42733.32
e944b95c-5e60-49b9-b991-d5f8c70ca760,efab3a15-6749-45d5-b34d-d8cf3c1928ad,checking,dormant,2022-05-09,40115.4,EUR,
5ee86318-3920-4515-b98e-977641c3a274,a5d471bd-3c91-4a24-8acd-2886dfc2f6d6,checking,active,2020-06-24,40745.78,EUR,
e9b9a97a-e814-4ed5-89ee-aae126054bdd,cfc43ef5-a773-4d95-8cd6-3d9d1edbf9c7,credit card,closed,2021-10-15,16537.15,JPY,26633.88
6715fc26-6751-41bc-a7b8-11362d1a7df4,0a248812-7236-4f8e-b21c-f3f8a2008c5d,loan,closed,2021-08-28,33734.97,USD,
a19850f5-c023-4008-be79-6c0aa3cb2808,aa25ecb3-a46d-4469-8a13-292fd61dbe53,checking,active,2020-01-20,12516.26,EUR,
fda5894b-7117-46d6-a9b6-5b80b74b20e2,2cb9cfa5-923f-4574-9fc1-7a6cdb45e72d,savings,dormant,2021-06-01,20709.46,GBP,
6ae05b2c-b40b-469d-8bc7-57a611f8deb2,50d37c70-abce-4c92-a314-836b31cd261b,credit card,closed,2022-04-10,42019.31,JPY,24036.67
8dda6635-2885-4a8b-92c5-71ad94c0313f,ff7a4142-dbbf-4fee-981d-fd2d17a928b0,savings,closed,2021-02-02,23484.07,GBP,
8f38abdb-0a4c-4f7c-90c7-9e936cb4d27b,0ff79cc6-8101-40e7-b5ca-916289db41ad,savings,closed,2021-10-07,34318.35,EUR,
5e1d73b4-37c4-4afb-82ba-7d9f1d993bc7,43effeee-8802-44d1-b6e2-c8f820c9e0d0,checking,dormant,2021-07-02,7989.96,JPY,
ca129733-3ab0-4efa-9fca-26429d4da4fb,15bfe2a1-1d06-4435-a441-967f6029ce31,loan,active,2023-06-21,27694.6,USD,
72299508-06c1-4ee1-bbc7-6415fc9abadb,418bf347-dfcd-409a-b333-ad057288a3a5,credit card,dormant,2020-05-13,-164.84,EUR,27538.29
da3a729f-3510-4013-b564-290fa162fad1,43d79ed6-0a03-410b-86e9-dcf3a5b6cb79,checking,closed,2021-09-17,14772.57,GBP,
a9804893-22d2-4b97-bbe0-40442e7f0b1d,dfaf3f1b-672d-45b3-af5c-014ec587b3ad,credit card,active,2020-05-15,25930.24,GBP,9848.48
2a9f3da8-49f9-439d-bb50-3007918b9b5e,37946780-6db7-417d-a610-8c5c4e5ffd84,credit card,dormant,2020-03-22,7289.51,EUR,1366.25
508eabf6-a06e-413e-aac4-54a9fc306175,5f67fc52-726c-4ecb-9a2b-ae081fdf0791,checking,dormant,2021-05-07,13652.52,GBP,
adcf33d9-ff1c-4110-a137-46b6ff7afe83,04978ab4-836f-4dd8-9487-7f68bf111e26,savings,closed,2024-02-21,2150.44,USD,
392a66f8-989c-4fc9-af60-f4f98940aeb0,7080c305-efac-4a41-b524-9bd20934bb3e,loan,closed,2023-04-19,47127.26,EUR,
a1129735-9734-420b-8311-4385b5aa4967,f52cff14-038c-4df0-b9f8-2207bd2673ce,credit card,active,2020-04-02,44363.33,USD,11522.64
8d781015-00de-461b-8e27-40f812eb3747,486bbe2e-a00d-4fe8-915c-adb9e573f3c2,loan,closed,2021-04-01,45643.67,GBP,
e88128bb-ed3b-4066-bff5-3aaa9b10cecd,0f2520bf-64eb-4bfc-9665-f08c707bc739,loan,dormant,2020-04-26,-501.16,GBP,
6ac8a661-53f9-4118-810c-7e43f4b0abac,5a811f7f-ba37-4092-91f5-0063f5a8faed,credit card,active,2020-09-09,983.97,GBP,10603.11
07ed73a9-04b6-4569-b127-b93934cd9e63,c3828001-fac3-4bc4-bf2b-3290a26bd739,checking,active,2022-01-15,16416.41,USD,
e1263140-4743-4037-bee9-ec793e4e4701,50d37c70-abce-4c92-a314-836b31cd261b,loan,dormant,2022-05-04,30739.85,GBP,
9907397b-e09b-49b4-b699-48c523cf3bf4,4f1d3e1a-ff12-4151-be66-69042ba9b033,savings,dormant,2021-04-17,23288.55,USD,
e66dcf18-f2b2-494a-82a3-070c39e967eb,a1fed468-6cda-42b4-b7d0-e420257df1b7,savings,active,2022-04-06,22942.6,EUR,
b18350d7-23ee-4ff8-8e11-c7e4c6a48cae,3f9a4f24-948c-45da-8c17-c38b0fd23ccc,credit card,active,2020-08-15,24200.14,GBP,17537.77
94b19a0e-5ee5-4d4f-b8ac-188b7339b8ee,4be543f0-7693-4260-930e-a82f2d931c91,credit card,active,2024-02-25,36547.98,USD,8780.47
d543afcb-f4ac-4ba0-a76d-bd937b8c8d77,ff3e34e9-777c-4802-89b8-d68856e01c5d,loan,dormant,2022-12-05,25694.72,USD,
c6b85c04-11d8-46d6-a397-4d5d718a9210,2f5341ec-e7a3-452a-9841-e764cf65eb7e,credit card,active,2021-08-17,18253.44,GBP,21746.36
bd8b4097-be20-4c07-a91f-2d13e09ad7f5,ffc04d9a-5495-4d1f-8f40-5110a671523a,loan,dormant,2023-05-04,11756.58,EUR,
46f3244f-99d1-48a3-aea3-b23030d38eca,011b48a6-47f3-4666-8dc0-af1cff585bc2,checking,active,2021-08-10,21954.1,GBP,
1e839a87-8369-4ad9-8225-378f5735e9d9,84274999-e03f-4d18-8b60-2c46b569a20e,savings,dormant,2022-07-21,17703.57,EUR,
84c93d3c-71fe-4083-83c5-ce26b880a131,3483bd1f-7573-41c4-86e6-eec44b2c43f3,loan,dormant,2020-04-15,20844.41,USD,
9b493940-1be8-462e-a278-34ad7d7ee5f4,5e3f6f3a-a8d6-4d47-84b6-2aa4763e4347,savings,active,2024-03-29,11440.17,USD,
8194377e-54db-4b27-a60a-81100406f8ef,6ce04c83-3ce5-4bbc-ad5d-586e802643c0,checking,closed,2022-07-21,9586.68,JPY,
62a82386-e83c-42d1-befd-6c1b6f75a964,3cee4f4e-0d9e-4f05-b152-82e0fb7e13d9,savings,active,2020-09-14,24362.44,JPY,
e0837b5e-d09d-4940-bbc8-f76e72684097,94226522-a9fc-417c-bf56-f4a8e6a35a07,loan,dormant,2024-06-26,10478.58,EUR,
7dc67088-3188-46d4-a957-30454c70c4a3,b3ac58b2-6bb5-4eb9-9f34-2ff4103ba5a3,credit card,dormant,2021-01-20,48373.93,EUR,5762.98
88d23d71-69f9-413b-ad60-dba6cf4a8032,1ed9cdb5-d389-42c3-b9b9-422fe25c0d6b,credit card,dormant,2021-08-20,14044.55,JPY,14033.86
fe6ac786-801b-4589-aa14-b3a2bcd9931e,945d0ca6-6e33-484f-83a0-be552e35233d,credit card,dormant,2022-07-01,-849.22,JPY,39617.63
41c08fed-5337-45f4-90a8-9deb1683813a,5f67fc52-726c-4ecb-9a2b-ae081fdf0791,credit card,closed,2024-02-16,45139.45,USD,25993.02
3cfe262d-84e6-4145-bbf7-5d8a65469b27,8802abdb-096a-404d-b7da-eada740f844c,loan,closed,2023-02-28,40603.87,USD,
dd9adfaf-a7ba-4863-80ac-6c33950e8408,5c1423ec-8ede-45c4-a26a-7d181a5c2dc1,checking,dormant,2021-01-13,23886.7,USD,
0918a78f-de26-4e00-8d9f-d393db6f7d2f,dfce183d-5da5-4742-9df1-7f25531aa8c9,savings,dormant,2021-05-13,38940.88,EUR,
8972d1c6-5600-4cc8-b1fb-84b6a6b6482e,83408b1a-e5c2-4c9c-880b-c37c9de8fe51,savings,closed,2021-05-28,38930.06,EUR,
abc1891e-c8ef-46b7-9031-6c6465c00c87,fae1dced-6d7a-45d0-92e3-5977729d4410,credit card,active,2021-03-06,18829.42,EUR,26876.85
a90dd9f3-f02f-4f92-a19e-880832397f31,696854a8-8ce6-4c3b-a9d9-95f82e5766f5,checking,dormant,2020-09-28,47418.72,JPY,
2c2d7e39-9e14-4ac7-8a45-4db953d44340,1593f0af-ca37-4762-b685-298ec03d75ce,checking,dormant,2023-06-02,7797.99,USD,
68cb8989-7693-40c1-b42c-6fc4dcb27600,614c9b04-8050-4c7c-86cf-45fab74479b0,loan,dormant,2023-04-19,6945.58,GBP,
48d4e649-b169-46f2-81c6-951d36031dc9,057a3954-9b82-49f6-bc3f-f230dea81078,checking,dormant,2024-03-29,6669.6,USD,
f3154a10-b581-4dee-9d11-253f033d9ab3,8ff9af2d-4f2f-4ce4-83cd-2234fa374442,credit card,active,2021-11-23,11011.14,USD,30561.53
87536ebd-24c0-4925-9d05-b08be19c2273,2a158b77-436b-4f4b-833c-5ab9131c0769,checking,active,2023-12-12,29665.96,JPY,
37a787dc-45c5-4f83-a732-0d6e59f5ebfa,32ee9510-11b0-4021-b9c5-42d03c4fdf58,loan,closed,2024-02-27,21638.22,USD,
200160c9-b796-4669-a7e1-b5984f55f2e9,acf1f5d4-ccec-4993-9f46-c1ef8feb1540,loan,closed,2021-12-08,1359.61,EUR,
6f48ae72-d9fd-4393-baeb-92a56b505515,460be4bd-eea1-43c2-8989-a18a25a6e11b,checking,dormant,2023-02-24,48343.76,GBP,
c926d7ed-99aa-41ee-92cb-2082d9959bfe,43fb4212-44e0-40bb-be86-e3a2c99f2dfc,credit card,dormant,2023-04-21,37973.18,EUR,8580.36
237a2caf-bba1-493e-a0b8-6e7d8d785287,d48bcefa-669b-49be-b1d8-abd71e0d6484,credit card,closed,2023-07-29,36488.03,GBP,45887.3
1b2c9f62-7ff1-46e4-ab0f-76f0afc6e98d,06f0a4d2-09ee-47ef-b0a7-49d8153d72f5,loan,closed,2020-12-12,21281.95,EUR,
8fce2882-7ee9-4efe-85fe-a1834ea1cf72,04978ab4-836f-4dd8-9487-7f68bf111e26,loan,active,2020-12-10,11449.78,USD,
26490e80-29f9-479a-9ea2-ff2b9ce58c2a,4d5b8d86-5f2d-4227-8223-3bba6991144b,credit card,dormant,2022-07-17,36188.03,JPY,40517.72
47cd772e-9a87-45f4-89ff-c9536efb5d9b,0773e264-08e6-498a-8f58-a30e41bd22b4,checking,active,2023-08-25,49559.37,USD,
b6395705-58fe-488e-8853-f6a601b882bf,3483bd1f-7573-41c4-86e6-eec44b2c43f3,loan,dormant,2021-10-28,33817.06,USD,
0dc8fede-1efc-4870-a9b8-a5b07bebac67,4aea53e4-1f79-4292-a80a-cc2f4482a6de,credit card,dormant,2021-07-08,5475.82,EUR,30878.96
5189b7ac-351d-49d8-b533-fa99e957b02a,bea6c8e6-f00b-45c2-97e3-c56ed7b8efa2,checking,closed,2022-09-14,5628.51,USD,
bf3a8f60-5861-4945-8e25-c0b7057f6723,b9d88711-4464-4985-948e-888cde3f72ec,checking,closed,2020-11-30,8089.84,USD,
57fa8c35-6aa3-452b-be59-5700c88f7f56,f19b932b-7fc9-4455-b400-72c2c728bb9e,savings,dormant,2022-03-22,21518.91,JPY,
08c1c21f-3d91-4394-9936-0027d0c89742,264d789d-b783-43b5-889b-cfae4e7e303f,loan,active,2023-06-05,29571.41,USD,
6dd1e350-c285-4739-a89b-c729898042f2,9875831d-6bdd-43c6-a2ca-8411aca76231,checking,active,2022-04-14,11693.03,GBP,
9d80850c-3a00-46a9-a944-20c62aa194d9,4dc573a9-5b17-427d-8f44-712fbe9262a3,credit card,active,2021-06-18,18675.4,JPY,42026.5
62169e54-4f88-4a51-be99-254b651240c0,455b652c-d374-4551-adef-6ec6f05e00f8,loan,dormant,2022-11-18,27206.56,USD,
2c959929-924e-463a-b664-14687aee3675,86dbedbb-b60d-41f7-82c1-dba865bb14a1,credit card,dormant,2021-11-26,30074.85,GBP,47851.18
9ab2ce5f-423c-4742-b657-4b037c38c496,e978d437-dfc2-4bd3-b4ea-b2e8676cbec7,checking,active,2021-06-05,34954.89,EUR,
bdd0e6e3-0e1f-41ca-a7a4-5abcb10e5601,ab821edd-98b1-4916-ab76-39b7ec6b17e3,credit card,active,2020-02-07,11328.9,JPY,17493.96
7c74fc08-8d5f-45b5-8bda-ecd869339258,2aa0eb31-cfcd-41f0-a6e5-2277ba56f499,checking,dormant,2020-03-11,18430.44,EUR,
eddce61f-de72-4bee-8a87-0144d1d2f6b4,4eedab41-509a-4283-9e09-6747dd8c4bef,loan,dormant,2020-10-06,15834.05,GBP,
53522fa0-2f55-4c54-b91d-83fa1ad792fc,d7a88a46-eb97-4b4c-ad4b-6fe1fb296692,checking,active,2020-08-15,49670.24,USD,
